nid lon lat
482 -71.152594 42.6843836
483 -71.1526287 42.6846774
484 -70.813966 42.110809
485 -71.188273 42.479755
486 -71.3813745 42.4581513
487 -71.436997 42.266584
488 -71.0354905 42.338145
489 -71.030731 42.711784
490 -71.189754 42.610298
491 -71.0497192 42.3203844
492 -70.945301 42.546925
493 -71.0500137 42.3202788
494 -71.063521 42.160915
495 -71.100798 42.499877
496 -71.145966 42.29794
497 -71.711435 42.522505
498 -70.9460103 42.1650618
499 -71.591223 42.324325
500 -71.312893 42.644675
501 -70.629691 41.935414
502 -70.8457 42.51034
503 -71.19311 42.58507
504 -71.1864207 42.645931
505 -71.11162 42.7823
506 -71.160565 42.352671
507 -71.189945 42.413518
508 -71.07497 42.12763
509 -71.2280546 42.316918
510 -71.130167 42.352828
511 -71.134435 42.353223
512 -71.0761714 42.3526354
513 -71.3955041 42.3051771
514 -71.0571398 42.3521125
515 -71.3913381 42.3065407
516 -71.140266 42.352543
517 -71.017671 42.6162468
518 -71.3917899 42.306411
519 -71.060454 42.310097
520 -71.3875204 42.2991516
521 -71.3871667 42.2989918
522 -71.0908411 42.3440568
523 -71.3910797 42.3066156
524 -71.02104 42.3570026
525 -71.0492178 42.2978373
526 -71.3954105 42.3052104
527 -71.104047 42.4150739
528 -71.051823 41.923199
529 -71.068674 41.960004
531 -71.0850199 42.3428419
532 -71.129917 42.702134
533 -71.0682779 42.103587
534 -71.0857467 42.3433359
535 -71.023322 42.817713
536 -70.982368 42.0398358
537 -71.0913432 42.3433267
538 -71.1848998 42.3584115
539 -71.356803 41.905836
540 -70.9735551 42.2221626
541 -71.102648 42.343313
542 -71.33421 42.07522
543 -71.1000025 42.335047
544 -71.119247 42.774198
545 -71.4564222 42.3042603
546 -71.416825 42.550909
547 -70.851991 41.848989
548 -70.9156003 42.1223556
549 -71.118335 42.773572
550 -70.617918 41.937186
551 -71.0454559 42.335466
552 -71.280022 42.607744
553 -71.0553044 42.335052
554 -71.037431 42.335588
555 -71.103497 42.755006
556 -71.190583 42.667206
557 -71.0600028 42.3464755
558 -71.027579 41.966025
559 -71.00382 42.24382
560 -71.15015 42.32934
561 -70.95528 42.1678
562 -71.113675 42.2032269
563 -71.0580097 42.3523806
564 -71.067778 42.52646
565 -70.980927 42.080433
566 -70.95035 42.17396
567 -70.835948 42.157993
568 -71.04427 42.335479
569 -71.0432588 42.2851291
570 -70.605383 41.870284
571 -71.415118 42.32559
572 -71.0425217 42.3380393
573 -71.156182 42.498507
574 -71.427097 42.571305
575 -71.0434366 42.2847211
576 -71.673442 42.453476
577 -71.0925496 42.339533
578 -71.1521864 42.4799426
579 -71.2106637 42.7058036
580 -70.9847432 42.5433607
581 -70.835627 42.501208
582 -71.1661348 42.34009
583 -71.604579 42.025793
584 -70.767269 41.946612
585 -71.480013 42.165915
586 -70.9568944 42.1887377
587 -71.1030281 42.3373464
588 -70.660364 42.102151
589 -71.1018503 42.796444
590 -71.1030584 42.3369802
591 -71.1033983 42.3371146
592 -71.078718 42.336879
593 -71.265139 42.350826
594 -71.288517 42.617344
595 -71.5688181 42.3147389
596 -71.4305386 42.2967822
597 -71.2650991 42.3434364
598 -70.951142 42.052415
599 -71.0375168 42.3381137
600 -71.224416 42.623277
601 -71.206695 42.3193178
602 -70.972147 42.568437
603 -71.0508471 42.3388152
604 -71.072504 42.339615
605 -71.082874 42.801278
606 -71.0132665 42.2709994
607 -71.2635177 42.3437469
608 -71.214026 42.485626
609 -71.1661213 42.3399172
610 -71.07363 42.338869
611 -71.1027382 42.4062957
612 -71.3167556 42.6405696
613 -71.047072 42.339701
614 -71.002505 42.254192
615 -71.475129 42.59124
616 -71.0824716 42.3399986
617 -71.107283 42.338917
618 -71.543179 42.119332
619 -71.2634821 42.3438823
620 -71.3516777 42.7046846
621 -71.1850478 42.4115404
622 -71.0655145 42.3391794
623 -71.106572 42.402258
624 -71.105001 42.55416
625 -71.089227 42.3468943
626 -70.880046 42.717831
627 -71.06846 42.15739
628 -71.308671 42.641858
629 -70.9964161 41.9033177
630 -71.0737861 42.3848911
631 -71.1681797 42.461268
632 -71.0740033 42.3844439
633 -71.0727629 42.3848291
634 -71.003906 42.514274
635 -71.0728031 42.3846072
636 -70.9665362 42.1788766
637 -71.527654 42.181452
638 -70.5539234 41.8135989
639 -71.4242412 42.566613
640 -71.072293 42.38736
641 -70.9765677 42.6507324
642 -71.117025 42.784417
643 -70.793328 42.698737
644 -70.99933 42.388544
645 -70.936457 42.549335
646 -71.247349 42.654131
647 -70.914815 42.127011
648 -71.2269043 42.317161
649 -71.3236696 42.6075468
650 -71.102643 42.333447
651 -71.03711 42.25256
652 -71.105616 42.333777
653 -71.0335429 42.2834517
654 -71.1648445 42.3337433
655 -71.1725981 42.321475
656 -70.809647 41.966563
657 -71.16341 42.47704
658 -70.920897 42.845548
659 -71.104663 42.334106
660 -71.2197002 42.4842261
661 -71.2159485 42.478926
662 -71.5125769 42.5246535
663 -71.5125449 42.5247149
664 -71.5086381 42.4116343
665 -70.977411 42.662588
666 -70.981288 42.545702
667 -71.0743096 42.3840436
668 -70.866633 42.840294
669 -70.920901 41.905621
670 -71.2003084 42.7337177
671 -71.2195089 42.4842256
672 -71.1472608 42.7077888
673 -71.2195768 42.4843208
674 -70.9382835 42.5488578
675 -71.5084667 42.4116532
676 -71.110354 42.773908
677 -71.1587609 42.3590111
678 -71.560107 42.666432
679 -71.1161126 42.8177138
680 -71.065883 42.526025
681 -70.9952343 41.9031842
682 -71.0353353 42.3343857
683 -70.880204 42.576398
684 -71.074357 42.332847
685 -71.0757481 42.3344434
686 -71.017271 42.084841
687 -70.871391 42.875505
688 -71.569851 42.362054
689 -71.2576549 42.3378394
690 -71.1041221 42.4137551
691 -71.4852945 42.2969766
692 -70.913373 42.141119
693 -70.976056 42.081373
694 -71.1911776 42.3873175
695 -70.917964 42.536586
696 -71.101321 42.33296
697 -71.0662836 42.022351
698 -71.1863503 42.5013222
699 -71.285053 42.082448
700 -71.0643452 42.3434935
701 -71.181544 42.410459
702 -71.3975696 42.5822813
703 -71.424434 42.493537
704 -71.1530208 42.4795129
705 -71.0031304 42.514459
706 -70.8948538 42.574263
707 -71.314092 42.655804
708 -71.5954374 42.3686025
709 -71.1950998 42.3549481
710 -71.007585 41.841357
711 -71.651171 42.060329
712 -70.946676 42.094523
713 -71.0877109 42.3364255
714 -71.3141378 42.3648712
716 -71.0409471 42.2850556
717 -71.1745162 42.3984324
718 -71.0409637 42.2852033
719 -71.403672 42.618467
720 -71.3494563 42.4601309
721 -71.039292 42.284107
722 -71.338325 42.598819
723 -71.1937991 42.664285
724 -71.084051 42.330314
725 -71.089252 42.776976
726 -71.304356 42.64029
727 -71.120002 42.769442
728 -71.017448 42.05967
729 -71.0391551 42.2841953
730 -71.0441006 42.3304924
731 -71.332486 42.578412
732 -70.9944654 42.521937
733 -71.0850124 42.3308534
734 -71.045314 42.537217
735 -71.088189 42.330611
736 -70.6913441 42.0349647
737 -71.1819207 42.4074577
738 -71.0136647 42.5950834
739 -71.0433788 42.3302284
740 -71.0437672 42.3301873
741 -71.103503 42.066288
742 -71.718831 42.320307
744 -71.2069471 42.3508056
745 -70.902786 42.845095
746 -71.120597 42.505809
747 -70.861249 42.7359389
748 -71.2103255 42.7046888
749 -71.6947449 42.0912335
750 -70.894876 42.086937
751 -71.0482954 42.3301254
752 -71.107439 42.77417
753 -71.116958 42.68578
754 -71.078675 42.330135
755 -70.766275 42.588873
757 -71.2061091 42.566582
758 -71.536794 42.137075
759 -71.002074 42.516159
760 -71.503503 42.150479
761 -71.091441 42.330037
762 -71.0699432 42.4279582
763 -71.621705 42.271859
764 -70.9362816 42.838755
766 -70.7023308 41.9358579
767 -71.1146075 42.3317475
768 -71.083197 42.330103
769 -71.0706184 42.4180385
770 -70.913725 42.122351
771 -70.876536 42.493644
772 -71.0029616 42.2459489
773 -70.9525083 42.1539808
774 -71.1539397 42.5300475
775 -71.0756805 42.3319998
776 -71.5484565 42.2126228
777 -71.549341 42.212041
778 -71.0517516 42.3180426
779 -71.3203123 42.6049604
780 -71.093806 42.331331
781 -71.1947469 42.664124
782 -71.2880512 41.9362252
783 -71.0943757 42.3314096
784 -71.0896646 42.3649006
785 -71.0641182 42.0535311
786 -71.161564 42.72657
787 -70.996366 42.517538
788 -71.275851 42.625869
789 -70.99599 42.523146
790 -71.084035 42.332042
791 -71.082714 42.331068
792 -71.513444 42.379683
793 -70.9433659 42.5371846
794 -70.9429354 42.5373473
795 -70.9434261 42.5372857
796 -71.1891841 42.3807486
797 -71.021178 42.3830504
798 -71.051308 42.803961
799 -71.538067 42.125445
800 -71.1647823 42.5096994
801 -70.8840938 42.5625461
802 -71.1430253 42.6860445
803 -71.3950277 42.3216085
804 -70.964341 41.821852
805 -71.002021 42.809769
806 -71.030298 42.381339
807 -71.028593 42.38134
808 -71.028211 42.381336
809 -71.1278019 42.3633478
810 -71.0003798 42.3884663
811 -71.040418 42.34509
812 -70.760739 42.234312
813 -71.354126 41.887936
814 -71.0929177 42.3268717
815 -71.0382772 42.3904181
816 -71.0403309 42.3451806
817 -71.444588 42.18302
818 -71.109057 42.748178
819 -71.1769711 42.2266467
820 -70.778911 42.184192
821 -71.0389628 42.3488658
822 -71.340215 41.890251
823 -71.091219 42.329933
824 -71.031999 42.513295
825 -71.086067 42.329009
826 -71.312406 42.657232
827 -71.5934542 42.3669076
828 -71.340018 41.89018
829 -70.917133 42.038077
830 -71.0696443 42.3300752
831 -71.1975963 42.3525993
832 -71.4525018 42.08411
833 -71.108705 42.748856
834 -71.083358 42.329412
835 -71.4544325 42.4599529
836 -70.790772 42.589225
837 -71.002539 42.514231
838 -70.921718 42.115876
839 -71.037518 42.378488
840 -71.529229 42.434618
841 -71.0665683 42.3510214
842 -71.0553675 42.3526659
843 -71.0470985 42.3286325
844 -71.084625 42.329596
845 -71.0851 42.328899
846 -71.027829 42.513312
847 -71.205088 42.320471
848 -71.0293969 42.3784418
849 -71.128082 42.3573921
850 -70.8925718 42.5752009
851 -70.8926019 42.5738359
852 -70.8914855 42.574291
853 -71.029185 42.3781554
854 -71.039191 42.377859
855 -71.314091 42.509088
856 -71.0254983 42.3813258
857 -70.6994766 42.6151588
858 -70.85913 42.573541
859 -70.804348 41.973174
860 -70.710525 41.960882
861 -71.686407 42.270761
862 -71.0289816 42.3747869
863 -71.103362 42.505597
864 -71.0294164 42.5131282
865 -71.0261294 42.3804298
866 -71.142227 42.694823
867 -71.2105956 42.3510574
868 -71.045602 41.906562
869 -71.0246843 42.3698167
870 -70.886812 42.485048
871 -71.0728107 42.3830694
872 -71.1223484 41.8646224
873 -71.0723406 42.3837863
874 -71.428899 42.658114
875 -70.854736 42.574608
876 -71.433107 42.5749832
877 -71.3500101 42.4715361
878 -71.4150482 42.3162148
879 -71.62723 42.653297
880 -71.1055303 42.7552783
881 -71.4333594 42.3102712
882 -71.023958 42.380499
883 -71.0248032 42.379678
884 -71.067524 42.563102
885 -71.10529 42.1198
886 -71.1918021 42.4892771
887 -70.919242 41.883536
888 -71.039315 42.382606
889 -71.101383 42.418159
890 -71.1107676 42.3289909
891 -71.053839 41.870892
892 -71.0675205 42.3482739
893 -71.0717564 42.3834727
894 -71.346692 42.637075
895 -70.936967 42.841155
896 -71.0529096 42.3292871
897 -71.009689 41.934752
898 -71.1146 42.34703
899 -71.117536 42.77327
901 -70.872949 42.85907
902 -71.0714054 42.3323477
903 -71.2080324 42.5034547
904 -70.811358 41.964165
905 -71.043716 41.90401
906 -71.2468049 42.3165753
907 -71.158696 42.722511
908 -70.765777 42.588782
909 -71.1954546 42.4027569
910 -71.004318 42.513997
911 -71.2368233 42.3780473
912 -70.766168 41.804385
913 -71.32901 42.12365
914 -71.2462448 42.3166514
915 -71.1126244 42.4769877
916 -71.035834 42.376031
917 -71.3262637 42.6073226
918 -71.354223 41.9499247
919 -71.1123994 42.4766697
920 -71.306793 42.646257
921 -71.0750996 42.4038838
922 -70.740252 42.131909
923 -70.770753 42.682776
924 -71.586338 42.697913
925 -71.638258 42.521324
926 -71.569719 42.3334424
927 -70.8455241 42.1495039
928 -71.178971 42.628046
929 -70.955769 42.4634118
930 -71.119686 42.770723
931 -70.9558665 42.4637571
932 -71.2497913 42.4056389
933 -71.3591736 42.1476698
934 -71.148183 42.680794
935 -70.9833698 42.5482834
936 -71.2815579 42.5919699
937 -70.9811 42.522446
938 -71.065141 41.850717
939 -71.3838283 42.3090809
940 -71.366348 42.514734
941 -71.0264677 42.3711147
942 -71.602478 42.414737
943 -71.1119653 42.3293228
944 -71.70611 42.123425
945 -71.4705771 42.3004952
946 -71.088788 42.324218
947 -71.210301 42.702547
948 -70.9817071 42.5688764
949 -71.1505394 42.5782425
950 -71.5709496 42.3850931
951 -71.448015 42.478289
953 -70.856128 42.837697
954 -70.9815854 42.5688105
955 -71.5540615 42.372412
956 -71.029927 42.3732593
957 -70.9827738 42.5658547
958 -71.582483 42.289459
959 -71.1945888 42.3284637
960 -71.190533 42.3877465
961 -71.029061 42.374157
962 -71.1252949 41.866866
963 -70.973815 42.854987
964 -71.0566504 42.3298134
965 -71.053936 42.3310866
966 -70.576284 41.83253
967 -71.113796 41.864299
968 -71.0289259 42.375185
969 -71.281614 41.944743
970 -70.953441 42.051862
971 -70.918901 42.522772
972 -71.1480613 42.3788175
973 -71.319796 42.3363097
974 -70.835269 42.676696
975 -71.101653 42.407271
976 -71.1475398 42.3787303
977 -71.2111686 42.5732331
978 -71.44611 42.682531
979 -71.0730933 42.4039823
980 -71.322895 42.64197
981 -70.882446 42.557511
982 -71.0197144 42.3644043
983 -70.8925275 42.5746788
984 -71.1004768 42.5725053
986 -71.079264 42.328514
987 -70.8828817 42.8695932
988 -71.124005 42.3413296
989 -70.851208 42.501749
990 -71.020879 42.3655481
991 -71.081958 42.773849
992 -70.794511 42.569305
993 -71.187391 42.491761
994 -71.520408 42.14022
995 -71.02074 42.20906
996 -70.964034 42.659913
997 -71.032019 41.964048
998 -70.826068 41.962089
999 -71.08616 42.328461
1000 -71.0188852 42.3643956
1001 -71.3600344 42.6211199
1002 -71.536811 42.12644
1003 -70.691852 42.048651
1004 -70.825777 42.195099
1005 -71.0201108 42.3642445
1006 -71.648004 42.584666
1007 -71.3138654 42.5891419
1008 -71.105231 42.326114
1009 -70.803019 41.988143
1010 -71.70532 42.521338
1011 -71.1002854 42.3260305
1012 -71.0664401 42.5262705
1013 -71.1402256 42.2081584
1014 -71.214015 42.486037
1015 -71.105514 42.325198
1016 -71.178501 42.467967
1018 -71.1698061 42.4074964
