nid lon lat
8412 -71.153865 42.742822
8413 -71.321637 42.675712
8414 -71.287516 42.63231
8415 -71.1508858 42.2873701
8416 -71.628547 42.360647
8417 -71.121265 41.96035
8418 -70.8759681 42.8116077
8419 -70.9507791 42.2429762
8420 -71.171336 42.631045
8421 -70.88013 42.233159
8422 -71.237128 42.448123
8424 -71.3671413 42.6228424
8425 -71.065906 42.526179
8426 -71.560664 42.2684411
8428 -70.634111 41.933091
8429 -70.9799816 42.5637406
8430 -71.583506 42.022457
8431 -71.100307 42.478223
8432 -71.052933 42.066279
8433 -71.329922 42.651396
8434 -70.950835 42.5335245
8435 -70.6487848 42.6196642
8436 -71.2365078 42.3736016
8437 -71.2511956 42.4407144
8438 -71.7065363 42.4292676
8439 -70.795179 42.003724
8440 -71.269349 42.290799
8441 -70.770445 41.945943
8442 -71.165504 42.696501
8443 -71.666079 42.067383
8444 -70.716569 41.987838
8445 -71.0874344 42.3640564
8446 -70.9894183 42.4022181
8447 -70.9751441 42.5676006
8448 -71.4670783 42.2557013
8449 -71.595853 42.286513
8450 -70.9682992 42.5833271
8451 -70.9755304 42.5678423
8452 -71.1309453 42.3502642
8453 -70.9756597 42.5678653
8454 -71.38361 42.63959
8455 -71.00694 42.168254
8456 -71.28344 42.306
8457 -70.8453411 42.1163466
8458 -71.3418 42.65773
8459 -70.662048 41.957781
8460 -70.890349 42.569269
8461 -70.759785 42.169825
8462 -71.246516 42.55406
8463 -71.4924746 42.30073
8464 -71.0023897 42.4064388
8465 -71.566474 42.600139
8466 -71.28539 42.2707
8467 -70.930445 42.2472063
8468 -70.98685 42.14606
8469 -71.4450594 42.0860053
8470 -71.406133 42.631463
8471 -71.248468 42.305593
8472 -70.766491 41.9423719
8473 -71.439496 42.679481
8474 -71.4687533 42.4284579
8475 -71.4293454 42.6576388
8476 -70.915689 42.821289
8477 -70.9765746 42.5612326
8478 -71.07639 42.18558
8479 -71.1821234 42.3543767
8480 -71.679391 42.332387
8481 -71.1232887 42.262102
8482 -71.0285826 42.4216518
8483 -70.744176 41.781625
8484 -71.5410615 42.3940103
8485 -70.9923604 42.8295395
8486 -71.4521487 42.2596544
8487 -70.735315 41.780493
8488 -71.0040783 42.4214641
8489 -71.624989 42.044292
8490 -71.3896949 42.0804242
8491 -71.1968565 42.1957213
8492 -71.286868 42.308135
8493 -71.646624 42.126461
8494 -71.45017 42.555986
8495 -71.6952453 42.0896875
8496 -71.3598511 42.6216207
8497 -71.32564 42.616511
8498 -70.9970964 42.2499306
8499 -71.280032 42.699424
8500 -71.011971 42.51456
8501 -71.486735 42.329937
8502 -70.775453 42.573229
8503 -71.4217775 42.285288
8504 -71.634921 42.130592
8505 -71.2026 42.19157
8506 -71.42046 42.671336
8507 -71.1909534 42.7313356
8508 -71.1854914 42.3559955
8509 -71.1304587 42.503605
8510 -71.621022 42.0797
8511 -70.9769371 42.5598804
8512 -71.342652 42.607248
8513 -71.0561898 42.3536248
8514 -71.2491899 42.3236304
8515 -71.2494893 42.3236874
8516 -71.2531735 42.3267493
8517 -71.001824 42.409705
8518 -71.363003 42.633661
8519 -70.8864557 42.2253147
8520 -71.269462 42.560198
8521 -71.07145 42.1261
8522 -70.9119365 42.2250932
8523 -71.43461 42.09146
8524 -70.84134 42.046486
8525 -70.8626828 42.0942959
8526 -71.252111 42.14703
8527 -71.2603221 42.0743025
8528 -71.121869 42.27117
8529 -71.0734138 42.4270638
8530 -70.990611 42.402415
8531 -71.401963 42.395649
8532 -71.567609 42.599978
8533 -70.876825 42.10715
8534 -71.005873 42.419516
8535 -71.555876 42.607495
8536 -71.0612159 42.4022417
8537 -70.989426 42.04629
8538 -71.622484 42.064334
8539 -71.00227 42.405628
8540 -71.0734286 42.4268718
8541 -70.9158439 42.825613
8542 -71.36468 42.3964
8543 -71.35576 42.634769
8544 -70.718742 41.988452
8546 -70.9126636 42.8332808
8547 -71.0686812 42.4261418
8548 -71.0683379 42.4267072
8549 -70.978535 42.5615965
8550 -70.8715103 42.5745326
8552 -71.242227 42.328441
8553 -71.15598 41.933068
8554 -70.833576 42.129684
8555 -71.132483 42.2379484
8556 -71.710735 42.276851
8557 -71.054919 42.3620603
8558 -71.474813 42.500322
8559 -71.1327818 42.23835
8560 -70.931236 42.813877
8561 -70.9634779 42.5820693
8562 -70.770078 42.107829
8563 -71.0320479 42.0780946
8564 -71.3495215 42.3236569
8565 -71.068977 42.403069
8566 -70.7236583 41.990073
8567 -71.4281281 42.0899551
8568 -70.86461 42.803211
8569 -71.3124777 42.588862
8570 -71.05695 41.873225
8571 -71.185369 42.479981
8572 -71.0610893 42.4037135
8573 -71.5755416 42.611651
8574 -71.4021407 42.2916526
8575 -71.140909 42.697762
8576 -71.4283229 42.0897697
8577 -71.112293 42.738266
8579 -71.1355478 42.5374549
8580 -71.318005 42.642105
8581 -71.069969 42.125862
8582 -71.1684 42.16923
8583 -70.9597116 42.1936297
8584 -71.0202964 42.3643823
8585 -71.2050243 42.2672389
8586 -71.24608 42.27784
8587 -71.5148933 42.2928667
8588 -71.252483 42.52407
8589 -71.092763 42.538979
8590 -71.0342549 42.2823845
8591 -71.5492495 42.3877638
8592 -71.5934098 42.6266633
8593 -71.112405 42.479512
8594 -71.409198 42.085835
8595 -71.4110748 42.6101632
8596 -71.356902 41.906349
8597 -71.009396 41.8408792
8598 -71.3135854 42.6371792
8599 -70.6779201 41.950421
8600 -71.0929558 42.4494431
8601 -70.844864 42.259606
8602 -71.015792 42.404243
8603 -71.0581468 42.0635934
8604 -71.15658 42.723336
8605 -71.101485 42.501371
8606 -71.4692989 42.1140859
8607 -71.449508 42.4326816
8608 -71.2732155 42.031592
8609 -71.3045233 42.6488968
8610 -71.1289197 42.2464118
8611 -71.023512 42.085922
8612 -71.6198153 42.7042645
8614 -71.117888 42.080895
8615 -70.9688789 42.5838325
8616 -71.218733 42.032602
8617 -71.017524 42.513219
8618 -70.781214 42.06601
8619 -71.2521147 42.3763107
8620 -71.230663 42.03284
8621 -71.0643925 42.0890384
8622 -71.537612 42.609808
8623 -70.729177 42.066621
8624 -71.06706 42.19053
8625 -71.1047854 42.4197415
8626 -71.1514878 42.2874694
8627 -71.1520302 42.2875317
8628 -71.023214 41.948745
8629 -71.0893228 42.3790479
8630 -71.54157 42.331365
8631 -70.6806402 41.7679972
8632 -71.0597613 42.4025542
8633 -70.82548 42.2637
8634 -71.4116859 42.280113
8635 -71.5578285 42.3924289
8637 -71.0271205 42.4315103
8638 -71.548475 42.482393
8639 -71.1303044 42.3708111
8640 -71.09144 42.1428016
8641 -71.2044686 42.3655596
8642 -71.6702913 42.2826304
8643 -71.5926061 42.4306099
8644 -71.615065 42.270174
8645 -70.994315 42.520994
8646 -71.1302946 42.3720576
8647 -71.2693813 42.42083
8648 -71.0665838 42.3712858
8649 -71.592227 42.102077
8650 -70.841758 41.9171517
8651 -70.950666 42.5337726
8652 -71.09302 42.12886
8653 -70.5516063 41.8169815
8654 -71.06433 42.18742
8655 -71.092627 42.488504
8656 -71.101387 42.364001
8657 -71.283347 42.007599
8658 -71.06185 42.3673752
8659 -71.23115 42.06417
8660 -71.296126 41.968994
8661 -71.04102 42.770795
8662 -71.222548 42.541723
8663 -70.717183 41.958233
8664 -70.604307 41.871265
8665 -70.916243 42.179157
8666 -71.2782574 42.2989164
8667 -70.9223941 42.4673769
8668 -70.950543 41.830772
8669 -71.0597326 42.3729256
8670 -71.5416774 42.3344681
8671 -70.90945 42.819838
8672 -71.597944 42.320663
8673 -71.0217687 42.4266195
8674 -71.6334742 42.5206683
8675 -70.977069 42.5604872
8676 -71.021614 42.4267329
8677 -71.2382707 42.2678374
8678 -71.04379 42.16644
8679 -71.1195413 42.3569345
8680 -71.183537 42.19312
8681 -70.9427308 42.4619071
8682 -71.045673 42.412424
8683 -71.03878 42.374927
8684 -70.988486 42.46088
8685 -71.475779 42.499047
8686 -71.032493 42.415506
8687 -71.1290188 41.9101869
8688 -71.0596866 42.4026496
8689 -70.79085 42.087693
8690 -71.01537 42.27104
8691 -71.494286 42.378674
8692 -71.42931 42.08968
8693 -71.4549613 42.2570798
8694 -71.6301755 42.2808076
8695 -71.545426 42.214628
8696 -71.4718862 42.1140038
8697 -71.07321 42.1541
8698 -71.013123 42.391632
8699 -71.08031 42.482705
8700 -71.311515 42.276278
8701 -71.1570645 42.359007
8702 -71.0099137 42.2327904
8703 -71.40259 42.341614
8704 -71.0724 42.18768
8705 -71.695777 42.087076
8706 -71.1100055 42.3218567
8707 -71.7275561 42.4482549
8708 -71.1101621 42.321524
8709 -71.146823 42.451798
8710 -70.952876 42.642333
8711 -71.5670501 42.390422
8712 -71.1103263 42.3219111
8713 -71.0080722 42.3869053
8714 -70.9265941 42.1959568
8715 -70.9290226 42.5684701
8716 -70.81575 42.22731
8717 -71.0069806 42.3866407
8718 -71.008909 42.386817
8719 -71.0610827 42.4027978
8720 -71.159854 42.48483
8721 -71.0223169 42.3811212
8722 -71.13601 42.294429
8723 -71.4374934 42.0888238
8724 -71.0749335 42.3252094
8725 -71.723641 42.355197
8726 -71.5857266 42.288242
8727 -71.5556484 42.3603525
8728 -71.071731 42.707082
8729 -71.0470705 42.397389
8730 -70.963679 42.590747
8731 -71.061142 42.352508
8732 -71.426635 42.660545
8733 -71.4016485 42.6297595
8734 -71.1179549 42.4178957
8735 -71.118038 42.263905
8736 -71.332429 42.6069471
8737 -71.354523 42.604715
8738 -71.0675775 42.3663831
8739 -70.878819 42.815433
8740 -71.117759 42.263761
8741 -71.523208 42.269118
8742 -71.029435 42.568837
8744 -70.834661 42.129821
8745 -71.0280071 42.4213388
8746 -71.19904 42.05958
8747 -71.356975 42.21157
8748 -70.8754791 42.7992811
8749 -70.859985 42.573613
8750 -70.909727 42.819712
8751 -70.994454 42.393316
8752 -71.186049 42.351515
8753 -71.4033543 42.305642
8754 -71.079188 42.461352
8755 -71.21387 42.16158
8756 -71.276794 42.572331
8757 -71.311908 42.645822
8758 -71.0711818 42.3473952
8759 -71.1109706 42.3506274
8760 -71.1268059 42.6272806
8761 -71.308393 42.644942
8762 -70.835333 42.058853
8763 -71.444492 42.2728829
8764 -70.968246 42.468992
8765 -71.2610316 42.3439319
8766 -71.361494 42.331837
8767 -71.0271973 42.3798735
8768 -71.168736 42.740932
8769 -71.54164 42.3943389
8770 -70.96892 42.497675
8771 -70.8778656 42.808058
8772 -71.167787 42.725501
8773 -71.0929903 42.35051
8774 -71.116744 41.962226
8775 -71.0289036 42.3783997
8776 -70.98043 41.855848
8777 -70.9555811 42.1889779
8778 -70.986472 42.043341
8779 -71.2984934 42.2959179
8780 -71.665578 42.110409
8781 -71.48282 42.06219
8782 -71.0702524 42.3907446
8783 -70.727011 42.055236
8784 -71.620466 42.039801
8785 -71.0541073 42.3541385
8786 -71.0916285 42.3511963
8787 -71.1232845 42.5089387
8788 -71.102857 42.504102
8789 -71.1238213 42.5090888
8790 -71.1234823 42.5087123
8791 -71.571228 42.578503
8792 -71.060644 42.283384
8793 -71.0939913 42.3507657
8794 -71.05054 42.18048
8796 -71.499164 42.028951
8797 -71.689677 42.306598
8798 -71.0648604 42.335478
8799 -71.0818197 42.3454203
8800 -71.002058 42.406418
8801 -71.31967 42.647789
8802 -70.990998 42.829107
8803 -71.3263251 42.60744
8804 -71.403533 42.406895
8805 -71.073755 42.342831
8806 -71.1194792 42.2030727
8807 -71.017893 42.40358
8808 -70.8751844 42.1595993
8809 -70.824829 42.088913
8810 -71.0553998 42.3405127
8811 -71.0551375 42.3403461
8812 -71.274792 42.139057
8813 -70.7118535 42.5887323
8814 -70.949178 41.846442
8815 -71.166703 42.175486
8816 -71.322065 41.933929
8817 -71.024441 41.967088
8818 -71.319568 42.6253591
8819 -71.420736 42.081499
8820 -70.965691 42.591139
8821 -71.0779367 42.347965
8822 -71.2184006 42.2949885
8823 -71.037311 42.088849
8824 -71.0785707 42.3477448
8825 -71.5662883 42.2886391
8826 -70.731772 41.768623
8827 -71.0649229 42.3353779
8828 -71.3594967 42.620815
8829 -71.3600233 42.6209311
8830 -70.96642 42.525876
8831 -71.0667601 42.3352549
8832 -71.124774 42.20292
8833 -71.0648848 42.3358329
8834 -71.2501756 42.3762915
8835 -71.019879 42.08324
8836 -71.37611 42.644084
8837 -71.1137182 42.2034359
8838 -71.1188165 42.2033116
8839 -71.1715208 42.171276
8840 -71.0569604 42.3377323
8841 -71.0321381 42.2788697
8842 -71.1196148 42.2032909
8843 -71.0923898 42.3390709
8844 -71.1252725 42.2031518
8845 -70.99943 42.15308
8846 -71.2385915 42.2695308
8847 -71.3688754 42.2481161
8848 -71.541654 42.490788
8849 -70.9442679 42.4843827
8850 -71.0569914 42.3294961
8851 -71.083057 42.327506
8852 -71.673089 42.379133
8853 -71.22507 42.1732516
8854 -71.4282922 42.089849
8855 -71.3654191 42.6219955
8857 -71.1747268 42.6147016
8858 -71.092172 42.309859
8859 -71.0463054 42.1652933
8860 -71.204129 42.72946
8861 -71.0828511 42.3282943
8862 -71.294803 41.973285
8863 -71.4256418 42.0895247
8864 -71.4881089 42.2952186
8866 -71.06116 42.3202661
8867 -71.3651512 42.6223841
8868 -71.0617769 42.5577796
8869 -71.1227321 42.6077027
8870 -71.624757 42.045138
8871 -70.914099 42.817976
8872 -71.438248 42.679208
8873 -71.059799 42.320005
8874 -71.4223724 42.298188
8875 -71.11657 42.321021
8876 -71.126569 42.5027738
8877 -71.1796955 42.6265181
8878 -71.0289583 42.4226624
8879 -71.0554376 42.3525857
8880 -71.140392 42.725445
8881 -71.447802 42.135201
8882 -71.317064 42.647336
8883 -71.0581754 42.3671789
8884 -70.9343182 42.5492894
8885 -71.699746 42.310864
8886 -71.283383 42.646053
8887 -71.099661 42.485065
8888 -71.218598 42.293089
8889 -71.437939 42.36032
8890 -71.2381907 42.272201
8891 -71.051714 42.342685
8892 -71.373188 42.09802
8893 -71.41598 42.05867
8894 -71.301366 42.5787
8895 -71.522839 42.341353
8896 -71.4726831 42.1139362
8897 -71.0312625 42.4172671
8898 -71.0502667 42.4422048
8899 -70.818697 42.108861
8900 -71.2532172 42.3234759
8901 -70.803569 42.2404553
8902 -70.624467 41.935995
8903 -70.959642 42.487916
8904 -71.189614 42.728231
8905 -71.2655008 42.3763366
8906 -70.60049 42.641518
8907 -71.015191 42.403562
8908 -71.02433 41.949478
8909 -71.1164152 42.3091952
8910 -71.099461 42.319887
8911 -71.099202 42.321574
8912 -71.099224 42.32151
8913 -71.099254 42.321235
8914 -70.999461 42.821812
8915 -71.099383 42.319982
8916 -71.1860676 42.2286288
8917 -71.098473 42.321726
8918 -71.098946 42.32171
8919 -71.099083 42.321693
8920 -71.21749 42.027195
8921 -71.065984 42.525271
8922 -70.9612023 42.5928974
8923 -70.948944 42.477184
8925 -71.078072 42.337332
8926 -71.607945 42.285119
8927 -71.0936959 42.2627185
8928 -71.56893 42.620134
8929 -71.068061 41.906228
8930 -71.0906012 42.4537213
8931 -70.9930232 42.4120849
8932 -71.1928699 42.4910641
8933 -71.508215 42.2941701
8934 -71.00573 42.20221
8935 -70.884751 42.800655
8936 -71.2283333 42.3740905
8937 -71.03545 42.528626
8938 -71.232822 42.422925
8939 -71.036859 42.003032
8940 -71.4111762 42.5775559
8941 -71.487101 42.309005
8942 -70.901613 42.842007
8943 -71.4626235 42.1141194
8944 -71.6709594 42.2810655
8945 -70.886746 42.5434256
8946 -70.655975 41.936744
8947 -71.497573 42.580322
8948 -71.061273 42.357174
8949 -71.0694426 42.3303025
8950 -70.958219 42.202108
8951 -71.0042428 42.4047952
8952 -71.1551475 42.2860516
8953 -71.1486938 42.2859121
8954 -71.4629424 42.1144578
8955 -71.1477793 42.2859922
8956 -71.199411 42.510105
8957 -71.062796 41.958445
8958 -71.00273 42.16839
8959 -70.9756176 42.5676335
8960 -71.025865 42.4066248
8961 -71.4251738 42.0872034
8962 -70.995099 42.830719
8963 -71.424715 42.344961
8964 -70.938536 42.244949
8965 -71.591168 42.344751
8966 -70.9726156 42.2454077
8967 -71.4740044 42.5754987
8968 -71.1088528 42.522673
8969 -70.9104595 42.5703718
8970 -71.2855033 42.0760786
8971 -71.13828 42.728762
8972 -71.583835 42.685974
8973 -70.961846 41.900556
8974 -71.020105 41.945581
8975 -71.1190277 42.3950743
8976 -71.0223083 42.4061049
8977 -70.771261 41.80536
8978 -70.936926 42.469042
8979 -71.1197678 42.3953965
8980 -71.3115752 42.5886606
8981 -71.23746 42.27689
8982 -70.970022 42.496365
8983 -71.070153 42.401782
8984 -71.5206339 42.5789368
8985 -71.0819996 42.3663837
8986 -71.54615 42.326963
8987 -70.9397994 41.9926703
8988 -71.40412 42.06715
8989 -70.9982532 42.8652533
8990 -71.334027 41.97862
8991 -71.556826 42.104673
8992 -71.0802386 42.4552651
8993 -71.3955471 42.3053063
8994 -70.8370692 42.6793622
8995 -71.3543354 42.3169687
8996 -70.84034 42.148434
8997 -70.736874 41.778512
8998 -71.059419 42.402987
8999 -71.0634265 42.4026197
9000 -71.609455 42.49527
9001 -71.3079694 42.6277329
9002 -71.351589 41.923877
9003 -71.0752505 42.3775529
9004 -71.285699 42.076467
9005 -71.179313 42.46148
9006 -70.9873119 42.4186738
9007 -71.5147213 42.2811803
9008 -71.4533004 42.1194776
9009 -71.525528 42.305582
9010 -71.1071306 42.4692302
9011 -71.195749 42.314001
9012 -71.1076415 42.4694177
9013 -71.2300225 42.2737762
9014 -71.707419 42.5216
9015 -71.593755 42.287165
9016 -71.1067281 42.4695291
9017 -71.1635762 42.3361815
9018 -71.1065208 42.4695862
9019 -71.1065673 42.4696715
9020 -70.79362 42.22977
9021 -71.400256 42.065698
9022 -71.13561 42.44268
9023 -71.281002 42.526461
9024 -71.056113 42.409534
9025 -71.21155 42.19147
9026 -71.528424 42.32041
9027 -71.2465484 42.3819277
9028 -71.0938409 42.3432059
9029 -70.656428 41.937431
9030 -71.046768 42.678436
9031 -70.835575 42.675789
9032 -71.0942602 42.3431318
9033 -71.1187963 42.2530257
9034 -71.0945703 42.3432947
9035 -71.1190231 42.2532335
9036 -71.181595 42.672172
9037 -70.770832 41.945671
9038 -70.914858 42.813934
9039 -71.4681676 42.4283926
9040 -71.225406 42.30288
9041 -71.1489907 42.2859241
9042 -71.726619 42.4474752
9043 -71.653866 42.283148
9044 -70.787361 42.041346
9046 -71.064841 42.204946
9047 -71.096327 42.036414
9048 -71.101907 42.502121
9049 -71.65727 42.300574
9050 -70.8236351 41.921675
9051 -71.0668523 42.3509356
9052 -71.0603703 42.4014812
9053 -70.8778284 42.7919756
9054 -71.0516949 42.3806663
9055 -71.0133185 42.3015544
9056 -71.047455 42.403342
9057 -70.676343 42.101893
9058 -71.471169 42.476039
9059 -71.054281 42.412415
9060 -71.5655578 42.3759164
9061 -70.9773487 42.5612935
9062 -71.4275462 42.2729576
9063 -71.1313188 42.1432763
9064 -71.334996 42.38624
9065 -71.06682 42.17775
9066 -71.4265571 42.0909053
9067 -71.4834939 42.2968682
9068 -71.4834863 42.2970489
9070 -70.948099 42.4624952
9071 -71.2470266 42.3073441
9072 -71.2465203 42.3074525
9073 -71.094745 42.306544
9074 -71.5755435 42.2885565
9075 -71.446133 42.694559
9076 -71.632643 42.271147
9077 -70.835219 42.678959
9078 -70.679393 41.768844
9079 -71.2290369 42.3483582
9080 -71.4820215 42.0939355
9081 -71.603918 42.396275
9082 -71.5761864 42.6123412
9083 -70.968605 42.633845
9084 -71.318386 42.641738
9085 -71.23689 42.29321
9086 -71.3601201 42.6259263
9087 -70.982452 42.002834
9088 -71.002028 42.126506
9089 -71.363164 42.601286
9090 -71.552622 42.345951
9091 -71.105898 42.48192
9092 -71.064226 42.205235
9093 -71.357349 41.921198
9094 -71.015745 42.429702
9095 -70.917832 42.022518
9096 -70.81308 42.564907
9097 -71.58808 42.666444
9098 -71.06945 42.401774
9099 -71.1016331 42.5258129
9100 -70.994756 42.544067
9101 -71.093569 42.2712
9102 -71.083008 42.316104
9103 -71.02962 42.412037
9104 -70.923201 41.881568
9105 -71.62251 42.064695
9106 -71.0665302 42.4104282
9107 -71.029993 41.885827
9108 -71.6588406 42.2826487
9109 -71.5264272 42.2923165
9110 -71.43868 42.5568258
9111 -71.091533 42.4627609
9112 -71.042188 42.422054
9113 -71.6252743 42.5379731
9114 -71.3284706 42.6137536
9115 -71.5803211 42.027634
9116 -71.2797821 42.573922
9117 -71.5662659 42.2761729
9118 -71.06374 42.398235
9119 -71.45271 42.08326
9120 -71.569891 42.199121
9121 -71.4995164 42.1035061
9122 -70.967726 42.035363
9123 -71.0578211 42.3567404
9124 -71.02298 41.850372
9126 -70.96787 42.466276
9127 -70.60369 41.77311
9128 -71.3421326 42.6056924
9129 -70.618862 41.936945
9130 -71.163414 42.2589981
9131 -71.0170989 42.4042733
9132 -71.0495114 42.2980165
9133 -70.898287 41.879408
9134 -71.39801 42.08371
9135 -71.483679 42.579142
9136 -71.05809 42.407507
9137 -71.44249 42.407276
9138 -70.9908419 42.83707
9139 -70.938345 42.602719
9140 -71.511592 42.51797
9141 -71.02752 42.512614
9142 -71.048792 42.408201
9143 -71.608568 42.082435
9144 -71.066374 42.023099
9145 -71.4224091 42.0907003
9146 -70.8439455 42.6848568
9147 -71.0311817 42.2757824
9148 -71.1965868 42.3528671
9149 -70.9587 41.898516
9150 -70.961891 42.013946
9151 -71.4357197 42.5959005
9152 -71.711043 42.274715
9153 -71.2461152 42.3160613
9154 -71.1998726 42.2777339
9155 -70.991344 42.407251
9156 -71.2852921 42.0819451
9157 -71.296996 42.56052
9158 -71.3998 42.09213
9159 -71.041505 42.401657
9160 -71.60143 42.020608
9161 -70.991529 42.399935
9162 -71.3453143 41.9493921
9163 -71.0452657 42.3301946
9164 -71.0441182 42.3301841
9165 -71.31362 42.644877
9166 -71.5122421 42.5382491
9167 -70.7526142 42.0021309
9168 -71.3655184 42.5930701
9169 -71.0450232 42.32987
9170 -70.960471 42.485854
9171 -70.729805 41.767177
9172 -71.71425 42.434196
9173 -71.113244 42.683724
9174 -71.606853 42.446927
9175 -70.9569348 42.4600172
9176 -71.044117 42.3302457
9177 -70.9982347 42.2435163
9178 -71.24389 42.04415
9179 -71.1624069 42.4769285
9180 -70.829889 42.114652
9181 -71.2044073 42.6909938
9182 -70.915806 41.780003
9184 -71.080597 42.52775
9185 -71.391789 42.627478
9186 -71.122136 42.477335
9187 -70.9738649 42.5690789
9188 -70.9736683 42.5690273
9189 -71.1643442 42.4597512
9190 -71.1582482 42.2803519
9191 -71.017431 42.423359
9192 -71.448246 42.423388
9193 -71.0480224 41.8672594
9194 -71.555286 42.521144
9195 -70.56941 41.865953
9196 -71.198086 42.330393
9197 -70.7018325 41.9865922
9198 -71.6101313 42.2647579
9199 -71.06713 42.17497
9200 -71.1447943 42.3628129
9201 -71.1223664 42.6060456
9202 -71.22757 42.1861
9203 -70.600093 41.874721
9204 -71.560642 42.442251
9205 -71.4121947 42.0722382
9206 -71.102729 42.504134
9207 -70.859011 42.132032
9208 -70.9247383 42.1798172
9209 -71.1596993 42.2814456
9210 -70.9910394 42.4186884
9211 -71.434234 42.596227
9212 -70.9557808 42.4637651
9213 -71.185318 42.1879234
9214 -71.076829 42.3835927
9215 -71.133582 42.063699
9216 -71.383669 42.057205
9217 -71.539188 42.3938861
9218 -71.0082097 41.8411405
9219 -71.5672768 42.6012787
9220 -70.9822593 42.5465925
9221 -71.0480981 41.8670836
9222 -71.1201361 42.2788178
9223 -71.0467416 41.867703
9224 -71.0468722 41.8682458
9225 -71.0566614 41.8729676
9226 -71.0565168 41.8729943
9227 -71.0690323 42.3346485
9228 -71.1342061 42.3653721
9229 -70.998811 42.389739
9230 -70.882132 42.245875
9231 -71.0651475 42.2059036
9232 -71.480592 42.112191
9233 -71.0727711 42.3956817
9234 -71.1589045 42.6776048
9235 -71.1195926 42.2802325
9236 -71.097548 42.521327
9237 -70.8753945 42.799284
9238 -71.3242776 42.6328405
9240 -71.1198557 42.2803419
9241 -70.972459 42.136037
9242 -71.621874 42.043022
9243 -70.8850561 42.5818935
9244 -71.1354912 42.3648342
9245 -71.2610685 42.3440638
9246 -70.978522 42.525934
9247 -70.9816979 41.8889149
9248 -71.3121193 42.0257715
9249 -71.4672188 42.2940824
9250 -71.0620763 42.3565986
9251 -71.09331 42.479262
9252 -71.466984 42.262002
9253 -71.2508704 42.3406089
9254 -71.20837 42.18819
9255 -71.05375 42.403045
9256 -71.1223648 42.3122624
9257 -71.519211 42.004913
9258 -71.1085097 42.805369
9259 -70.9468661 42.4658811
9260 -70.81213 42.22933
9261 -71.37488 42.624247
9262 -71.057851 42.624408
9264 -71.061067 42.400824
9265 -71.498245 42.088563
9266 -71.0357763 42.2809313
9267 -71.1899275 42.2135962
9268 -70.9398 42.16774
9269 -70.8840074 42.5831328
9270 -71.1179163 42.3027382
9271 -70.9658958 42.599827
9272 -71.3490595 42.329266
9273 -71.504215 42.102882
9274 -71.168441 42.498102
9275 -70.98329 42.82599
9276 -71.1622997 42.7421097
9277 -70.9754249 41.9901934
9278 -70.916914 42.816784
9279 -71.02338 42.26474
9280 -71.577819 42.523579
9281 -71.579094 42.40824
9282 -71.122081 42.31277
9283 -70.7836487 41.9376833
9284 -71.4366288 42.2742286
9285 -71.4106968 42.2737594
9286 -70.840309 42.148827
9287 -70.62447 42.663481
9288 -71.122706 42.312603
9289 -70.6962042 41.9660179
9290 -71.0202334 42.4358894
9291 -71.6575685 42.3070036
9292 -71.4288287 42.0896499
9293 -70.9584771 41.9027961
9294 -71.615706 42.267013
9295 -71.157425 42.4024832
9296 -71.293107 41.997553
9297 -70.850916 42.176061
9298 -71.0935222 42.2727158
9299 -71.278668 42.3084018
9300 -71.2514513 42.0314777
9301 -71.097037 42.473755
9302 -71.5894492 42.3628679
9303 -71.5898249 42.3632202
9304 -71.1229348 42.3970229
9305 -71.4345375 42.5223546
9306 -71.179131 42.497106
9307 -71.0664124 42.5259746
9308 -71.06171 42.40043
9309 -70.9665637 42.6000337
9310 -71.3039541 42.6489293
9311 -71.102034 42.486299
9312 -70.9363661 42.5386531
9313 -70.9923373 42.5129866
9314 -70.879827 42.232556
9315 -70.8884798 42.2428081
9316 -71.317941 41.933998
9318 -71.1004617 42.5394884
9319 -70.629705 41.935178
9320 -71.6559667 42.6493064
9321 -70.866629 42.811429
9322 -71.1905328 42.4865668
9323 -71.388675 42.2921975
9324 -71.062741 42.41109
9325 -71.0033798 42.4165638
9326 -71.079124 42.771534
9327 -70.906257 42.818768
9328 -70.7021101 41.9356471
9329 -71.1033794 42.4258491
9330 -71.1031362 42.4258233
9331 -71.1479369 42.287033
9332 -71.316832 41.937568
9333 -70.794951 42.252646
9334 -71.448852 42.422991
9335 -71.1033682 42.4261876
9336 -71.200935 42.658523
9337 -71.49266 42.03234
9338 -70.90812 42.708921
9339 -70.98646 42.14488
9340 -71.183781 42.193913
9341 -71.2800156 42.0768204
9343 -70.8913671 42.5754577
9344 -70.9588359 41.9032265
9345 -71.3555468 42.3223839
9346 -71.400631 42.652027
9347 -70.991313 42.829669
9348 -70.536571 41.874331
9349 -71.039551 41.879732
9350 -71.629362 42.428471
9351 -70.8772504 42.809915
9352 -71.047629 42.402393
9353 -71.4530651 42.5881381
9354 -71.38631 42.08047
9355 -71.094435 42.3932353
9356 -71.051148 42.4183
9357 -71.101714 42.281592
9358 -71.319475 42.647724
9359 -71.100182 42.481652
9360 -71.101775 42.4363212
9361 -71.013259 42.057088
9362 -71.2101978 42.3748741
9363 -71.341607 42.642612
9364 -71.544424 42.295804
9365 -70.873943 41.866079
9366 -71.06366 42.397151
9367 -71.311279 42.640243
9368 -71.0653 42.52744
9369 -71.2111883 42.3749506
9370 -71.596501 42.286444
9371 -71.609875 42.627845
